song_id,count,user_id
rmxG1e1ymds,0,1
pZ-GWnBPi3A,0,1
m0cg2NvWo5w,0,1
lUpzmeDnoak,0,1
I08TzNbBo6g,0,1
UDBgZFowNYk,0,1
gFd4RmrAq-Y,0,1
RPDhAcKssoI,0,1
XLuon99X1TA,0,1
wWpuJ2cV7KM,0,1
5clkFgVhmj4,0,1
HhoATZ1Imtw,0,1
3J0gtB0U4J8,0,1
rJQBrXcWwnE,0,1
TzIstpSv4kc,0,1
nLpFDKi_vRA,0,1
keI1bHD67jA,0,1
Vq1Zut7l_fM,0,1
AN6PBffivRM,0,1
kkpZQL0kR6k,0,1
f4hsC0nRvZM,0,1
MmbRa04Ekc8,0,1
wylMwU1wEOM,0,1
HCbmwcqA66g,0,1
ruDkjOkS4jM,0,1
w4xw6ZJsG1o,0,1
Dr7WFskGVr4,0,1
cPAbx5kgCJo,0,1
SWu9oI1iS60,0,1
8kRcJ4-bSVg,0,1
59Au8TUVakg,0,1
xAMgQQMZ9Lk,0,1
APVaQAnC1kA,0,1
PwTJlY7REo4,0,1
8ZawzGgwIbQ,0,1
0tocsWf8RMg,0,1
9mnoiRqh0dQ,0,1
ROPktuVDQIg,0,1
nU2eD5dl5ME,0,1
JuUpXryconw,0,1
-0AYb9F-HRE,0,1
lMzgkhaIek0,0,1
kJCELGBklm8,0,1
NniiEf9JouU,0,1
MOO9d9Yr6KA,0,1
Ki-fATpXa00,0,1
bpZiV4-aC_c,0,1
L325JJ9MFxQ,0,1
5q3ALvb16EE,0,1
EG1l5LVYp4Q,0,1
oCsLdmvjFDI,0,1
Q7uoX03iep4,0,1
6uatzzx1UNY,0,1
3APwuA8ePI0,0,1
s2ZXFpdcPqM,0,1
x6bX-HCAaKA,0,1
VyfBrM5lJvI,0,1
bCROkG4SKao,0,1
rqScKIZaurE,0,1
W4NCC0dUXks,0,1
gLVEQTRLjl0,0,1
BbQlBOHwZz8,0,1
6cMHO5U1eY4,0,1
t1X0vFPdx-A,0,1
lbFPxMo48AA,0,1
hrOnm2wIYzI,0,1
jJp3kVelU3c,0,1
diLp6hUqvVk,0,1
tQ3HWIsZXPM,0,1
xqJoSRO_0UE,0,1
TG5X4kOjEX8,0,1
_58AnhnbIgI,0,1
uHmvSEGYP2k,0,1
d5V1RiZjuuc,0,1
6QwFQVnx7oU,0,1
RN5O0xlDa-E,0,1
ZBM3DCf-t-M,0,1
iq-AQg8EAfw,0,1
QcD_YXCxxZM,0,1
XSHmvYECfBI,0,1
0BdfH0CAKK4,0,1
VHiPYwCYS9U,0,1
U2JA8p2JTSc,0,1
NckpLXj5q7s,0,1
FyFv3P8prYo,0,1
FJOX5tCd1qs,0,1
Vq8YnfXR1OQ,0,1
nnXQy9bKzWM,0,1
6C8Q9pXteK0,0,1
5b2MMboukBg,0,1
eqihIOSdseY,0,1
B8j4mn4eF-c,0,1
